Ensembl	KEid	AOPid
ENSG00000006451	https://identifiers.org/aop.events/1881	https://identifiers.org/aop/398; https://identifiers.org/aop/436
ENSG00000007171	https://identifiers.org/aop.events/2067; https://identifiers.org/aop.events/934; https://identifiers.org/aop.events/1822; https://identifiers.org/aop.events/1908; https://identifiers.org/aop.events/1707	https://identifiers.org/aop/470; https://identifiers.org/aop/149; https://identifiers.org/aop/313; https://identifiers.org/aop/411; https://identifiers.org/aop/424; https://identifiers.org/aop/425; https://identifiers.org/aop/313
ENSG00000010278	https://identifiers.org/aop.events/709	https://identifiers.org/aop/105; https://identifiers.org/aop/256; https://identifiers.org/aop/257; https://identifiers.org/aop/258; https://identifiers.org/aop/437
ENSG00000010610	https://identifiers.org/aop.events/1708; https://identifiers.org/aop.events/1702; https://identifiers.org/aop.events/1709; https://identifiers.org/aop.events/1711	https://identifiers.org/aop/313; https://identifiers.org/aop/377; https://identifiers.org/aop/277; https://identifiers.org/aop/313; https://identifiers.org/aop/314
ENSG00000010810	https://identifiers.org/aop.events/1884	https://identifiers.org/aop/399
ENSG00000012048	https://identifiers.org/aop.events/1980; https://identifiers.org/aop.events/1971	https://identifiers.org/aop/443; https://identifiers.org/aop/439
ENSG00000012504	https://identifiers.org/aop.events/291	https://identifiers.org/aop/318; https://identifiers.org/aop/34; https://identifiers.org/aop/517; https://identifiers.org/aop/518; https://identifiers.org/aop/57
ENSG00000012779	https://identifiers.org/aop.events/149	https://identifiers.org/aop/115; https://identifiers.org/aop/206; https://identifiers.org/aop/27; https://identifiers.org/aop/280; https://identifiers.org/aop/439; https://identifiers.org/aop/505
ENSG00000013275	https://identifiers.org/aop.events/1647; https://identifiers.org/aop.events/593; https://identifiers.org/aop.events/584	https://identifiers.org/aop/410; https://identifiers.org/aop/95; https://identifiers.org/aop/91; https://identifiers.org/aop/93; https://identifiers.org/aop/94
ENSG00000013364	https://identifiers.org/aop.events/1394	https://identifiers.org/aop/220
ENSG00000015475	https://identifiers.org/aop.events/1202; https://identifiers.org/aop.events/984	https://identifiers.org/aop/154; https://identifiers.org/aop/154; https://identifiers.org/aop/277
ENSG00000017483	https://identifiers.org/aop.events/373	https://identifiers.org/aop/46
ENSG00000017797	https://identifiers.org/aop.events/1393	https://identifiers.org/aop/220
ENSG00000019169	https://identifiers.org/aop.events/1495	https://identifiers.org/aop/173; https://identifiers.org/aop/237; https://identifiers.org/aop/451
ENSG00000019991	https://identifiers.org/aop.events/1457; https://identifiers.org/aop.events/265	https://identifiers.org/aop/206; https://identifiers.org/aop/241; https://identifiers.org/aop/280; https://identifiers.org/aop/298; https://identifiers.org/aop/347; https://identifiers.org/aop/415; https://identifiers.org/aop/443; https://identifiers.org/aop/452; https://identifiers.org/aop/144; https://identifiers.org/aop/38; https://identifiers.org/aop/494
ENSG00000023445	https://identifiers.org/aop.events/709	https://identifiers.org/aop/105; https://identifiers.org/aop/256; https://identifiers.org/aop/257; https://identifiers.org/aop/258; https://identifiers.org/aop/437
ENSG00000023839	https://identifiers.org/aop.events/1214	https://identifiers.org/aop/107
ENSG00000025423	https://identifiers.org/aop.events/1613	https://identifiers.org/aop/288; https://identifiers.org/aop/289; https://identifiers.org/aop/305; https://identifiers.org/aop/307; https://identifiers.org/aop/527
ENSG00000025434	https://identifiers.org/aop.events/167	https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/58
ENSG00000026025	https://identifiers.org/aop.events/1982; https://identifiers.org/aop.events/1457	https://identifiers.org/aop/439; https://identifiers.org/aop/443; https://identifiers.org/aop/206; https://identifiers.org/aop/241; https://identifiers.org/aop/280; https://identifiers.org/aop/298; https://identifiers.org/aop/347; https://identifiers.org/aop/415; https://identifiers.org/aop/443; https://identifiers.org/aop/452
ENSG00000026103	https://identifiers.org/aop.events/66; https://identifiers.org/aop.events/2199; https://identifiers.org/aop.events/89; https://identifiers.org/aop.events/258; https://identifiers.org/aop.events/116; https://identifiers.org/aop.events/264	https://identifiers.org/aop/34; https://identifiers.org/aop/58; https://identifiers.org/aop/518; https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/34; https://identifiers.org/aop/34; https://identifiers.org/aop/34
ENSG00000028137	https://identifiers.org/aop.events/381	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/54
ENSG00000031698	https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/352	https://identifiers.org/aop/374; https://identifiers.org/aop/471; https://identifiers.org/aop/12; https://identifiers.org/aop/281; https://identifiers.org/aop/374; https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/500
ENSG00000033627	https://identifiers.org/aop.events/1738	https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/395; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/426; https://identifiers.org/aop/430; https://identifiers.org/aop/468
ENSG00000035928	https://identifiers.org/aop.events/1515; https://identifiers.org/aop.events/383; https://identifiers.org/aop.events/167	https://identifiers.org/aop/212; https://identifiers.org/aop/13; https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/58
ENSG00000037280	https://identifiers.org/aop.events/305; https://identifiers.org/aop.events/1907	https://identifiers.org/aop/43; https://identifiers.org/aop/424
ENSG00000038945	https://identifiers.org/aop.events/1499	https://identifiers.org/aop/173
ENSG00000039537	https://identifiers.org/aop.events/1634	https://identifiers.org/aop/296; https://identifiers.org/aop/299; https://identifiers.org/aop/311; https://identifiers.org/aop/478
ENSG00000042832	https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/425; https://identifiers.org/aop.events/89; https://identifiers.org/aop.events/258; https://identifiers.org/aop.events/279	https://identifiers.org/aop/144; https://identifiers.org/aop/17; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/377; https://identifiers.org/aop/38; https://identifiers.org/aop/432; https://identifiers.org/aop/470; https://identifiers.org/aop/134; https://identifiers.org/aop/176; https://identifiers.org/aop/188; https://identifiers.org/aop/54; https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/34; https://identifiers.org/aop/119; https://identifiers.org/aop/159; https://identifiers.org/aop/175; https://identifiers.org/aop/271; https://identifiers.org/aop/363; https://identifiers.org/aop/364; https://identifiers.org/aop/365; https://identifiers.org/aop/402; https://identifiers.org/aop/42
ENSG00000044574	https://identifiers.org/aop.events/1512	https://identifiers.org/aop/260; https://identifiers.org/aop/285; https://identifiers.org/aop/464
ENSG00000047457	https://identifiers.org/aop.events/960	https://identifiers.org/aop/152
ENSG00000047597	https://identifiers.org/aop.events/2158; https://identifiers.org/aop.events/2192; https://identifiers.org/aop.events/2193; https://identifiers.org/aop.events/2159	https://identifiers.org/aop/506; https://identifiers.org/aop/506; https://identifiers.org/aop/506; https://identifiers.org/aop/506
ENSG00000047936	https://identifiers.org/aop.events/177; https://identifiers.org/aop.events/1493; https://identifiers.org/aop.events/209; https://identifiers.org/aop.events/1940; https://identifiers.org/aop.events/1392; https://identifiers.org/aop.events/1115; https://identifiers.org/aop.events/1510; https://identifiers.org/aop.events/941; https://identifiers.org/aop.events/1857; https://identifiers.org/aop.events/105; https://identifiers.org/aop.events/1592; https://identifiers.org/aop.events/887; https://identifiers.org/aop.events/709; https://identifiers.org/aop.events/952; https://identifiers.org/aop.events/1498; https://identifiers.org/aop.events/1477; https://identifiers.org/aop.events/188; https://identifiers.org/aop.events/1538; https://identifiers.org/aop.events/845; https://identifiers.org/aop.events/1869; https://identifiers.org/aop.events/1969; https://identifiers.org/aop.events/2097; https://identifiers.org/aop.events/898; https://identifiers.org/aop.events/1753; https://identifiers.org/aop.events/265; https://identifiers.org/aop.events/1172; https://identifiers.org/aop.events/149; https://identifiers.org/aop.events/1634; https://identifiers.org/aop.events/1632; https://identifiers.org/aop.events/1492	https://identifiers.org/aop/130; https://identifiers.org/aop/144; https://identifiers.org/aop/178; https://identifiers.org/aop/200; https://identifiers.org/aop/205; https://identifiers.org/aop/207; https://identifiers.org/aop/256; https://identifiers.org/aop/258; https://identifiers.org/aop/273; https://identifiers.org/aop/3; https://identifiers.org/aop/324; https://identifiers.org/aop/325; https://identifiers.org/aop/326; https://identifiers.org/aop/335; https://identifiers.org/aop/34; https://identifiers.org/aop/362; https://identifiers.org/aop/377; https://identifiers.org/aop/423; https://identifiers.org/aop/437; https://identifiers.org/aop/447; https://identifiers.org/aop/464; https://identifiers.org/aop/476; https://identifiers.org/aop/479; https://identifiers.org/aop/48; https://identifiers.org/aop/480; https://identifiers.org/aop/481; https://identifiers.org/aop/497; https://identifiers.org/aop/500; https://identifiers.org/aop/509; https://identifiers.org/aop/511; https://identifiers.org/aop/530; https://identifiers.org/aop/77; https://identifiers.org/aop/78; https://identifiers.org/aop/79; https://identifiers.org/aop/80; https://identifiers.org/aop/87; https://identifiers.org/aop/144; https://identifiers.org/aop/17; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/377; https://identifiers.org/aop/38; https://identifiers.org/aop/432; https://identifiers.org/aop/470; https://identifiers.org/aop/108; https://identifiers.org/aop/149; https://identifiers.org/aop/210; https://identifiers.org/aop/27; https://identifiers.org/aop/298; https://identifiers.org/aop/17; https://identifiers.org/aop/220; https://identifiers.org/aop/284; https://identifiers.org/aop/377; https://identifiers.org/aop/411; https://identifiers.org/aop/424; https://identifiers.org/aop/425; https://identifiers.org/aop/429; https://identifiers.org/aop/452; https://identifiers.org/aop/464; https://identifiers.org/aop/470; https://identifiers.org/aop/478; https://identifiers.org/aop/479; https://identifiers.org/aop/481; https://identifiers.org/aop/482; https://identifiers.org/aop/483; https://identifiers.org/aop/505; https://identifiers.org/aop/521; https://identifiers.org/aop/186; https://identifiers.org/aop/213; https://identifiers.org/aop/303; https://identifiers.org/aop/319; https://identifiers.org/aop/382; https://identifiers.org/aop/383; https://identifiers.org/aop/384; https://identifiers.org/aop/386; https://identifiers.org/aop/387; https://identifiers.org/aop/396; https://identifiers.org/aop/409; https://identifiers.org/aop/413; https://identifiers.org/aop/416; https://identifiers.org/aop/451; https://identifiers.org/aop/476; https://identifiers.org/aop/492; https://identifiers.org/aop/497; https://identifiers.org/aop/500; https://identifiers.org/aop/505; https://identifiers.org/aop/513; https://identifiers.org/aop/521; https://identifiers.org/aop/260; https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/501; https://identifiers.org/aop/148; https://identifiers.org/aop/377; https://identifiers.org/aop/412; https://identifiers.org/aop/437; https://identifiers.org/aop/447; https://identifiers.org/aop/479; https://identifiers.org/aop/480; https://identifiers.org/aop/282; https://identifiers.org/aop/273; https://identifiers.org/aop/276; https://identifiers.org/aop/3; https://identifiers.org/aop/105; https://identifiers.org/aop/256; https://identifiers.org/aop/257; https://identifiers.org/aop/258; https://identifiers.org/aop/437; https://identifiers.org/aop/149; https://identifiers.org/aop/516; https://identifiers.org/aop/173; https://identifiers.org/aop/302; https://identifiers.org/aop/245; https://identifiers.org/aop/276; https://identifiers.org/aop/328; https://identifiers.org/aop/387; https://identifiers.org/aop/12; https://identifiers.org/aop/17; https://identifiers.org/aop/3; https://identifiers.org/aop/374; https://identifiers.org/aop/429; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/17; https://identifiers.org/aop/284; https://identifiers.org/aop/131; https://identifiers.org/aop/377; https://identifiers.org/aop/379; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/488; https://identifiers.org/aop/437; https://identifiers.org/aop/457; https://identifiers.org/aop/459; https://identifiers.org/aop/507; https://identifiers.org/aop/509; https://identifiers.org/aop/510; https://identifiers.org/aop/511; https://identifiers.org/aop/483; https://identifiers.org/aop/144; https://identifiers.org/aop/257; https://identifiers.org/aop/530; https://identifiers.org/aop/298; https://identifiers.org/aop/144; https://identifiers.org/aop/38; https://identifiers.org/aop/494; https://identifiers.org/aop/319; https://identifiers.org/aop/377; https://identifiers.org/aop/382; https://identifiers.org/aop/443; https://identifiers.org/aop/115; https://identifiers.org/aop/206; https://identifiers.org/aop/27; https://identifiers.org/aop/280; https://identifiers.org/aop/439; https://identifiers.org/aop/505; https://identifiers.org/aop/296; https://identifiers.org/aop/299; https://identifiers.org/aop/311; https://identifiers.org/aop/478; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/432; https://identifiers.org/aop/444; https://identifiers.org/aop/473; https://identifiers.org/aop/17; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/38; https://identifiers.org/aop/483
ENSG00000048052	https://identifiers.org/aop.events/1557; https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	https://identifiers.org/aop/274; https://identifiers.org/aop/436; https://identifiers.org/aop/212; https://identifiers.org/aop/274; https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/212; https://identifiers.org/aop/275
ENSG00000049130	https://identifiers.org/aop.events/1515	https://identifiers.org/aop/212
ENSG00000049540	https://identifiers.org/aop.events/2069; https://identifiers.org/aop.events/1500; https://identifiers.org/aop.events/1458; https://identifiers.org/aop.events/1501	https://identifiers.org/aop/470; https://identifiers.org/aop/173; https://identifiers.org/aop/173; https://identifiers.org/aop/241; https://identifiers.org/aop/347; https://identifiers.org/aop/481; https://identifiers.org/aop/383; https://identifiers.org/aop/415; https://identifiers.org/aop/494
ENSG00000049541	https://identifiers.org/aop.events/1515; https://identifiers.org/aop.events/383; https://identifiers.org/aop.events/167	https://identifiers.org/aop/212; https://identifiers.org/aop/13; https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/58
ENSG00000050820	https://identifiers.org/aop.events/1756	https://identifiers.org/aop/323; https://identifiers.org/aop/348; https://identifiers.org/aop/349
ENSG00000054598	https://identifiers.org/aop.events/2040	https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502
ENSG00000057252	https://identifiers.org/aop.events/1711; https://identifiers.org/aop.events/1901; https://identifiers.org/aop.events/1716; https://identifiers.org/aop.events/1717	https://identifiers.org/aop/314; https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/430; https://identifiers.org/aop/468; https://identifiers.org/aop/315; https://identifiers.org/aop/315
ENSG00000057657	https://identifiers.org/aop.events/2040	https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502
ENSG00000059915	https://identifiers.org/aop.events/385	https://identifiers.org/aop/13; https://identifiers.org/aop/54
ENSG00000061492	https://identifiers.org/aop.events/1754	https://identifiers.org/aop/298
ENSG00000062485	https://identifiers.org/aop.events/1523; https://identifiers.org/aop.events/1847	https://identifiers.org/aop/342; https://identifiers.org/aop/343; https://identifiers.org/aop/360; https://identifiers.org/aop/361; https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/430; https://identifiers.org/aop/468
ENSG00000064012	https://identifiers.org/aop.events/709; https://identifiers.org/aop.events/1575; https://identifiers.org/aop.events/898	https://identifiers.org/aop/105; https://identifiers.org/aop/256; https://identifiers.org/aop/257; https://identifiers.org/aop/258; https://identifiers.org/aop/437; https://identifiers.org/aop/278; https://identifiers.org/aop/144; https://identifiers.org/aop/257; https://identifiers.org/aop/530
ENSG00000064300	https://identifiers.org/aop.events/381	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/54
ENSG00000064651	https://identifiers.org/aop.events/851	https://identifiers.org/aop/54
ENSG00000066336	https://identifiers.org/aop.events/1854	https://identifiers.org/aop/319
ENSG00000066468	https://identifiers.org/aop.events/2043	https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502
ENSG00000067167	https://identifiers.org/aop.events/1848; https://identifiers.org/aop.events/1700	https://identifiers.org/aop/320; https://identifiers.org/aop/377; https://identifiers.org/aop/277
ENSG00000067182	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/287; https://identifiers.org/aop/291; https://identifiers.org/aop/368; https://identifiers.org/aop/377; https://identifiers.org/aop/410; https://identifiers.org/aop/464; https://identifiers.org/aop/468; https://identifiers.org/aop/482
ENSG00000067560	https://identifiers.org/aop.events/381	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/54
ENSG00000068024	https://identifiers.org/aop.events/1632	https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/432; https://identifiers.org/aop/444; https://identifiers.org/aop/473
ENSG00000068903	https://identifiers.org/aop.events/1981	https://identifiers.org/aop/443
ENSG00000070018	https://identifiers.org/aop.events/1755	https://identifiers.org/aop/298
ENSG00000070019	https://identifiers.org/aop.events/447	https://identifiers.org/aop/18; https://identifiers.org/aop/51
ENSG00000070193	https://identifiers.org/aop.events/2043	https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502
ENSG00000071553	https://identifiers.org/aop.events/1738; https://identifiers.org/aop.events/1847	https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/395; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/426; https://identifiers.org/aop/430; https://identifiers.org/aop/468; https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/430; https://identifiers.org/aop/468
ENSG00000071564	https://identifiers.org/aop.events/381	https://identifiers.org/aop/12; https://identifiers.org/aop/13; https://identifiers.org/aop/54
ENSG00000072310	https://identifiers.org/aop.events/89; https://identifiers.org/aop.events/116; https://identifiers.org/aop.events/264	https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/34; https://identifiers.org/aop/34
ENSG00000073050	https://identifiers.org/aop.events/155	https://identifiers.org/aop/139; https://identifiers.org/aop/141; https://identifiers.org/aop/15; https://identifiers.org/aop/272; https://identifiers.org/aop/296; https://identifiers.org/aop/322; https://identifiers.org/aop/397; https://identifiers.org/aop/432; https://identifiers.org/aop/443; https://identifiers.org/aop/478
ENSG00000073578	https://identifiers.org/aop.events/1738; https://identifiers.org/aop.events/2118	https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/395; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/426; https://identifiers.org/aop/430; https://identifiers.org/aop/468; https://identifiers.org/aop/457
ENSG00000073734	https://identifiers.org/aop.events/41	https://identifiers.org/aop/27
ENSG00000074842	https://identifiers.org/aop.events/1499	https://identifiers.org/aop/173
ENSG00000075213	https://identifiers.org/aop.events/1738	https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/395; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/426; https://identifiers.org/aop/430; https://identifiers.org/aop/468
ENSG00000075239	https://identifiers.org/aop.events/861	https://identifiers.org/aop/6
ENSG00000075290	https://identifiers.org/aop.events/1754	https://identifiers.org/aop/298
ENSG00000076356	https://identifiers.org/aop.events/1885	https://identifiers.org/aop/399
ENSG00000076685	https://identifiers.org/aop.events/1339	https://identifiers.org/aop/214; https://identifiers.org/aop/226; https://identifiers.org/aop/499; https://identifiers.org/aop/500
ENSG00000077279	https://identifiers.org/aop.events/1708; https://identifiers.org/aop.events/826; https://identifiers.org/aop.events/1822; https://identifiers.org/aop.events/1848; https://identifiers.org/aop.events/1492	https://identifiers.org/aop/313; https://identifiers.org/aop/377; https://identifiers.org/aop/40; https://identifiers.org/aop/313; https://identifiers.org/aop/320; https://identifiers.org/aop/377; https://identifiers.org/aop/17; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/38; https://identifiers.org/aop/483
ENSG00000077463	https://identifiers.org/aop.events/1981	https://identifiers.org/aop/443
ENSG00000077782	https://identifiers.org/aop.events/1262; https://identifiers.org/aop.events/1457; https://identifiers.org/aop.events/1502; https://identifiers.org/aop.events/1503	https://identifiers.org/aop/205; https://identifiers.org/aop/207; https://identifiers.org/aop/212; https://identifiers.org/aop/285; https://identifiers.org/aop/419; https://identifiers.org/aop/439; https://identifiers.org/aop/441; https://identifiers.org/aop/452; https://identifiers.org/aop/460; https://identifiers.org/aop/476; https://identifiers.org/aop/491; https://identifiers.org/aop/500; https://identifiers.org/aop/502; https://identifiers.org/aop/206; https://identifiers.org/aop/241; https://identifiers.org/aop/280; https://identifiers.org/aop/298; https://identifiers.org/aop/347; https://identifiers.org/aop/415; https://identifiers.org/aop/443; https://identifiers.org/aop/452; https://identifiers.org/aop/212; https://identifiers.org/aop/274; https://identifiers.org/aop/275; https://identifiers.org/aop/449; https://identifiers.org/aop/212; https://identifiers.org/aop/275
ENSG00000077800	https://identifiers.org/aop.events/980	https://identifiers.org/aop/154
ENSG00000079215	https://identifiers.org/aop.events/1488; https://identifiers.org/aop.events/2203	https://identifiers.org/aop/17; https://identifiers.org/aop/520; https://identifiers.org/aop/523
ENSG00000079246	https://identifiers.org/aop.events/155	https://identifiers.org/aop/139; https://identifiers.org/aop/141; https://identifiers.org/aop/15; https://identifiers.org/aop/272; https://identifiers.org/aop/296; https://identifiers.org/aop/322; https://identifiers.org/aop/397; https://identifiers.org/aop/432; https://identifiers.org/aop/443; https://identifiers.org/aop/478
ENSG00000079785	https://identifiers.org/aop.events/1980	https://identifiers.org/aop/443
ENSG00000080298	https://identifiers.org/aop.events/1911	https://identifiers.org/aop/425
ENSG00000080815	https://identifiers.org/aop.events/2118	https://identifiers.org/aop/457
ENSG00000080819	https://identifiers.org/aop.events/2042	https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502
ENSG00000081059	https://identifiers.org/aop.events/1394	https://identifiers.org/aop/220
ENSG00000081237	https://identifiers.org/aop.events/1500	https://identifiers.org/aop/173
ENSG00000082175	https://identifiers.org/aop.events/2092	https://identifiers.org/aop/440
ENSG00000082701	https://identifiers.org/aop.events/1647	https://identifiers.org/aop/410
