"AOid","AOPid","AOPtitle","AOtitle","CNVassociated","DisGeNET_source","DisGeNETname","Ensembl","fromDisGeNET","fromPublication","fromSTRING","fromWikiPathways","gLayCluster","gLayCluster.2","GO_Pvals","GO_Terms","KEid","KEtitle","N_nodes","name","name.copy","Name2","Nodes","PathwayID","Publication.doi","Publication_source","selected","shared name","snpID","STRING_source","WikiPathways_CNV","WikiPathways_noCNV","WikiPathways_source"
,,,,,"27",,"ENSG00000137154",,,,"1","166","166","1.27691645999408e-10, 3.39019162319706e-10, 6.89500356293874e-10, 1.02312499629874e-09, 1.56432446823947e-09","Intrinsic Pathway of Fibrin Clot Formation, proteinogenic amino acid metabolic process, L-amino acid metabolic process, wound healing, response to wounding",,,"40","RPS6, S6","ENSG00000137154;RPS6, S6","RPS6","ENSG00000137154,ENSG00000001084,ENSG00000116984,ENSG00000182346,ENSG00000169704,ENSG00000113492,ENSG00000099937,ENSG00000197747,ENSG00000100714,ENSG00000128512,ENSG00000106682,ENSG00000242950,ENSG00000185245,ENSG00000214285,ENSG00000116044,ENSG00000203618,ENSG00000134001,ENSG00000023909,ENSG00000172071,ENSG00000180210,ENSG00000104368,ENSG00000133112,ENSG00000122194,ENSG00000105281,ENSG00000100219,ENSG00000110887,ENSG00000144895,ENSG00000187258,ENSG00000160200,ENSG00000115902,ENSG00000181019,ENSG00000116791,ENSG00000176974,ENSG00000110799,ENSG00000178732,ENSG00000100292,ENSG00000071462,ENSG00000100664,ENSG00000177000,ENSG00000167720","WP3584",,"0","false","RPS6, S6",,"0","11","5","16"
,,,,"1","10","CHRFAM7A","ENSG00000166664","1",,,"1","167","167","5.02077492022069e-15, 1.53086854626411e-13, 2.07064761318933e-13, 2.74274919725046e-12, 4.75167016105708e-12","acetylcholine-gated channel complex, acetylcholine receptor activity, acetylcholine-gated monoatomic cation-selective channel activity, acetylcholine binding, excitatory extracellular ligand-gated monoatomic ion channel activity",,,"12","89832;CHRFAM7A","CHRFAM7A","CHRFAM7A","ENSG00000166664,ENSG00000041357,ENSG00000075043,ENSG00000151150,ENSG00000160716,ENSG00000080644,ENSG00000175344,ENSG00000169684,ENSG00000101204,ENSG00000169918,ENSG00000184156,ENSG00000163531","WP4942",,"1","false","89832;CHRFAM7A",,"0","3","0","3"
,,,,,"63",,"ENSG00000148660",,,,"1","168","168","7.1498942577256e-61, 1.23218478213501e-59, 3.62989913206621e-59, 2.81667512952537e-58, 9.6079090220441e-56","synaptic membrane, postsynapse, neuron to neuron synapse, synapse, postsynaptic membrane",,,"97","CAMK2G, CaMK2G","CAMK2G, CaMK2G","CAMK2G","ENSG00000148660,ENSG00000198785,ENSG00000169760,ENSG00000179841,ENSG00000198668,ENSG00000162951,ENSG00000102683,ENSG00000198626,ENSG00000077522,ENSG00000075711,ENSG00000155511,ENSG00000198929,ENSG00000101680,ENSG00000145349,ENSG00000128591,ENSG00000131771,ENSG00000122367,ENSG00000147324,ENSG00000174469,ENSG00000122584,ENSG00000125675,ENSG00000149403,ENSG00000070808,ENSG00000164418,ENSG00000174007,ENSG00000101327,ENSG00000108819,ENSG00000251322,ENSG00000196277,ENSG00000155974,ENSG00000273079,ENSG00000166862,ENSG00000163069,ENSG00000152413,ENSG00000124493,ENSG00000213639,ENSG00000183454,ENSG00000132535,ENSG00000135837,ENSG00000176884,ENSG00000075429,ENSG00000146938,ENSG00000179915,ENSG00000196218,ENSG00000170624,ENSG00000171189,ENSG00000198010,ENSG00000181072,ENSG00000253958,ENSG00000135439,ENSG00000173402,ENSG00000108061,ENSG00000143786,ENSG00000123096,ENSG00000197283,ENSG00000112139,ENSG00000198822,ENSG00000184984,ENSG00000196569,ENSG00000110076,ENSG00000101400,ENSG00000105464,ENSG00000177807,ENSG00000164082,ENSG00000213066,ENSG00000152822,ENSG00000100151,ENSG00000168539,ENSG00000163873,ENSG00000172164,ENSG00000082458,ENSG00000161681,ENSG00000079974,ENSG00000198947,ENSG00000120251,ENSG00000161509,ENSG00000134769,ENSG00000150672,ENSG00000108823,ENSG00000154146,ENSG00000105737,ENSG00000158402,ENSG00000196338,ENSG00000170579,ENSG00000169992,ENSG00000173281,ENSG00000058404,ENSG00000168959,ENSG00000179603,ENSG00000089250,ENSG00000099957,ENSG00000152578,ENSG00000103942,ENSG00000128573,ENSG00000116032,ENSG00000198121,ENSG00000021645","WP4875",,"6","false","CAMK2G, CaMK2G",,"0","51","12","63"
,,,,"1","184",,"ENSG00000172175",,,,"1","157","157","2.20265815199562e-95, 3.44724298849064e-84, 1.84750703419167e-82, 2.17586883019309e-81, 1.86434522900655e-80","cell surface receptor signaling pathway, signal transduction, cell communication, signaling, apoptotic process",,,"269","MALT1","MALT1","MALT1","ENSG00000146122,ENSG00000010810,ENSG00000149968,ENSG00000132670,ENSG00000172175,ENSG00000173273,ENSG00000148737,ENSG00000050820,ENSG00000168036,ENSG00000271503,ENSG00000168546,ENSG00000164342,ENSG00000157168,ENSG00000151892,ENSG00000140538,ENSG00000161217,ENSG00000064300,ENSG00000100985,ENSG00000082701,ENSG00000163220,ENSG00000067560,ENSG00000178568,ENSG00000172270,ENSG00000164690,ENSG00000107831,ENSG00000111537,ENSG00000241973,ENSG00000113520,ENSG00000113532,ENSG00000146648,ENSG00000176697,ENSG00000215012,ENSG00000102882,ENSG00000103037,ENSG00000140443,ENSG00000160791,ENSG00000132155,ENSG00000117984,ENSG00000151276,ENSG00000150782,ENSG00000143578,ENSG00000076984,ENSG00000185591,ENSG00000130669,ENSG00000086730,ENSG00000138798,ENSG00000170345,ENSG00000118260,ENSG00000028137,ENSG00000136238,ENSG00000132170,ENSG00000115604,ENSG00000137801,ENSG00000155368,ENSG00000110324,ENSG00000181856,ENSG00000234906,ENSG00000120885,ENSG00000181092,ENSG00000171862,ENSG00000131323,ENSG00000091583,ENSG00000143226,ENSG00000091831,ENSG00000163348,ENSG00000137843,ENSG00000138675,ENSG00000113580,ENSG00000160712,ENSG00000171016,ENSG00000038210,ENSG00000067182,ENSG00000137462,ENSG00000120899,ENSG00000157193,ENSG00000113594,ENSG00000144619,ENSG00000196954,ENSG00000138685,ENSG00000105974,ENSG00000169896,ENSG00000149294,ENSG00000169862,ENSG00000095794,ENSG00000172845,ENSG00000129910,ENSG00000105499,ENSG00000130203,ENSG00000066468,ENSG00000198752,ENSG00000137203,ENSG00000121552,ENSG00000245848,ENSG00000099942,ENSG00000123384,ENSG00000073792,ENSG00000110786,ENSG00000139318,ENSG00000132693,ENSG00000177606,ENSG00000163171,ENSG00000100030,ENSG00000171791,ENSG00000051382,ENSG00000170458,ENSG00000143801,ENSG00000177889,ENSG00000196396,ENSG00000113721,ENSG00000149527,ENSG00000121879,ENSG00000159082,ENSG00000162734,ENSG00000110244,ENSG00000109320,ENSG00000090339,ENSG00000173757,ENSG00000167244,ENSG00000173039,ENSG00000128052,ENSG00000187098,ENSG00000017427,ENSG00000164399,ENSG00000147168,ENSG00000164400,ENSG00000005339,ENSG00000175220,ENSG00000112062,ENSG00000214113,ENSG00000103423,ENSG00000077943,ENSG00000103126,ENSG00000096060,ENSG00000082512,ENSG00000226979,ENSG00000146070,ENSG00000189058,ENSG00000169083,ENSG00000076641,ENSG00000115414,ENSG00000002586,ENSG00000116128,ENSG00000198959,ENSG00000158985,ENSG00000081479,ENSG00000169398,ENSG00000007372,ENSG00000148180,ENSG00000196924,ENSG00000187323,ENSG00000174697,ENSG00000101412,ENSG00000070831,ENSG00000242689,ENSG00000010671,ENSG00000180370,ENSG00000136244,ENSG00000141510,ENSG00000120738,ENSG00000106070,ENSG00000185737,ENSG00000126561,ENSG00000143387,ENSG00000072694,ENSG00000065361,ENSG00000165678,ENSG00000050748,ENSG00000176749,ENSG00000056558,ENSG00000015475,ENSG00000182168,ENSG00000174004,ENSG00000102780,ENSG00000198400,ENSG00000107643,ENSG00000171223,ENSG00000163430,ENSG00000068366,ENSG00000117020,ENSG00000110092,ENSG00000137309,ENSG00000142192,ENSG00000142224,ENSG00000164885,ENSG00000182957,ENSG00000117461,ENSG00000117394,ENSG00000146013,ENSG00000148346,ENSG00000115008,ENSG00000070193,ENSG00000119912,ENSG00000163513,ENSG00000197442,ENSG00000175445,ENSG00000136869,ENSG00000186895,ENSG00000125538,ENSG00000164305,ENSG00000105329,ENSG00000128272,ENSG00000100290,ENSG00000110697,ENSG00000118271,ENSG00000186868,ENSG00000177885,ENSG00000259207,ENSG00000185652,ENSG00000142208,ENSG00000126456,ENSG00000107262,ENSG00000164362,ENSG00000126803,ENSG00000119737,ENSG00000134909,ENSG00000077782,ENSG00000147852,ENSG00000148053,ENSG00000171094,ENSG00000111679,ENSG00000141867,ENSG00000099331,ENSG00000266964,ENSG00000164733,ENSG00000113013,ENSG00000189056,ENSG00000136634,ENSG00000137497,ENSG00000106683,ENSG00000072062,ENSG00000196220,ENSG00000127191,ENSG00000089159,ENSG00000005421,ENSG00000197110,ENSG00000109471,ENSG00000198223,ENSG00000134460,ENSG00000111640,ENSG00000174808,ENSG00000144381,ENSG00000108691,ENSG00000159337,ENSG00000100644,ENSG00000105976,ENSG00000105723,ENSG00000168621,ENSG00000134982,ENSG00000204388,ENSG00000196628,ENSG00000204390,ENSG00000075388,ENSG00000064309,ENSG00000243708,ENSG00000114062,ENSG00000163599,ENSG00000187391,ENSG00000185291,ENSG00000100368,ENSG00000232810,ENSG00000026103,ENSG00000166908,ENSG00000136997,ENSG00000168477,ENSG00000150867,ENSG00000136068,ENSG00000140009,ENSG00000172179,ENSG00000172757","WP4657",,"11","false","MALT1",,"0","95","21","116"
,,,,"1","184",,"ENSG00000173273",,,,"1","157","157","2.20265815199562e-95, 3.44724298849064e-84, 1.84750703419167e-82, 2.17586883019309e-81, 1.86434522900655e-80","cell surface receptor signaling pathway, signal transduction, cell communication, signaling, apoptotic process",,,"269","TNKS","ENSG00000173273;TNKS","TNKS","ENSG00000146122,ENSG00000010810,ENSG00000149968,ENSG00000132670,ENSG00000172175,ENSG00000173273,ENSG00000148737,ENSG00000050820,ENSG00000168036,ENSG00000271503,ENSG00000168546,ENSG00000164342,ENSG00000157168,ENSG00000151892,ENSG00000140538,ENSG00000161217,ENSG00000064300,ENSG00000100985,ENSG00000082701,ENSG00000163220,ENSG00000067560,ENSG00000178568,ENSG00000172270,ENSG00000164690,ENSG00000107831,ENSG00000111537,ENSG00000241973,ENSG00000113520,ENSG00000113532,ENSG00000146648,ENSG00000176697,ENSG00000215012,ENSG00000102882,ENSG00000103037,ENSG00000140443,ENSG00000160791,ENSG00000132155,ENSG00000117984,ENSG00000151276,ENSG00000150782,ENSG00000143578,ENSG00000076984,ENSG00000185591,ENSG00000130669,ENSG00000086730,ENSG00000138798,ENSG00000170345,ENSG00000118260,ENSG00000028137,ENSG00000136238,ENSG00000132170,ENSG00000115604,ENSG00000137801,ENSG00000155368,ENSG00000110324,ENSG00000181856,ENSG00000234906,ENSG00000120885,ENSG00000181092,ENSG00000171862,ENSG00000131323,ENSG00000091583,ENSG00000143226,ENSG00000091831,ENSG00000163348,ENSG00000137843,ENSG00000138675,ENSG00000113580,ENSG00000160712,ENSG00000171016,ENSG00000038210,ENSG00000067182,ENSG00000137462,ENSG00000120899,ENSG00000157193,ENSG00000113594,ENSG00000144619,ENSG00000196954,ENSG00000138685,ENSG00000105974,ENSG00000169896,ENSG00000149294,ENSG00000169862,ENSG00000095794,ENSG00000172845,ENSG00000129910,ENSG00000105499,ENSG00000130203,ENSG00000066468,ENSG00000198752,ENSG00000137203,ENSG00000121552,ENSG00000245848,ENSG00000099942,ENSG00000123384,ENSG00000073792,ENSG00000110786,ENSG00000139318,ENSG00000132693,ENSG00000177606,ENSG00000163171,ENSG00000100030,ENSG00000171791,ENSG00000051382,ENSG00000170458,ENSG00000143801,ENSG00000177889,ENSG00000196396,ENSG00000113721,ENSG00000149527,ENSG00000121879,ENSG00000159082,ENSG00000162734,ENSG00000110244,ENSG00000109320,ENSG00000090339,ENSG00000173757,ENSG00000167244,ENSG00000173039,ENSG00000128052,ENSG00000187098,ENSG00000017427,ENSG00000164399,ENSG00000147168,ENSG00000164400,ENSG00000005339,ENSG00000175220,ENSG00000112062,ENSG00000214113,ENSG00000103423,ENSG00000077943,ENSG00000103126,ENSG00000096060,ENSG00000082512,ENSG00000226979,ENSG00000146070,ENSG00000189058,ENSG00000169083,ENSG00000076641,ENSG00000115414,ENSG00000002586,ENSG00000116128,ENSG00000198959,ENSG00000158985,ENSG00000081479,ENSG00000169398,ENSG00000007372,ENSG00000148180,ENSG00000196924,ENSG00000187323,ENSG00000174697,ENSG00000101412,ENSG00000070831,ENSG00000242689,ENSG00000010671,ENSG00000180370,ENSG00000136244,ENSG00000141510,ENSG00000120738,ENSG00000106070,ENSG00000185737,ENSG00000126561,ENSG00000143387,ENSG00000072694,ENSG00000065361,ENSG00000165678,ENSG00000050748,ENSG00000176749,ENSG00000056558,ENSG00000015475,ENSG00000182168,ENSG00000174004,ENSG00000102780,ENSG00000198400,ENSG00000107643,ENSG00000171223,ENSG00000163430,ENSG00000068366,ENSG00000117020,ENSG00000110092,ENSG00000137309,ENSG00000142192,ENSG00000142224,ENSG00000164885,ENSG00000182957,ENSG00000117461,ENSG00000117394,ENSG00000146013,ENSG00000148346,ENSG00000115008,ENSG00000070193,ENSG00000119912,ENSG00000163513,ENSG00000197442,ENSG00000175445,ENSG00000136869,ENSG00000186895,ENSG00000125538,ENSG00000164305,ENSG00000105329,ENSG00000128272,ENSG00000100290,ENSG00000110697,ENSG00000118271,ENSG00000186868,ENSG00000177885,ENSG00000259207,ENSG00000185652,ENSG00000142208,ENSG00000126456,ENSG00000107262,ENSG00000164362,ENSG00000126803,ENSG00000119737,ENSG00000134909,ENSG00000077782,ENSG00000147852,ENSG00000148053,ENSG00000171094,ENSG00000111679,ENSG00000141867,ENSG00000099331,ENSG00000266964,ENSG00000164733,ENSG00000113013,ENSG00000189056,ENSG00000136634,ENSG00000137497,ENSG00000106683,ENSG00000072062,ENSG00000196220,ENSG00000127191,ENSG00000089159,ENSG00000005421,ENSG00000197110,ENSG00000109471,ENSG00000198223,ENSG00000134460,ENSG00000111640,ENSG00000174808,ENSG00000144381,ENSG00000108691,ENSG00000159337,ENSG00000100644,ENSG00000105976,ENSG00000105723,ENSG00000168621,ENSG00000134982,ENSG00000204388,ENSG00000196628,ENSG00000204390,ENSG00000075388,ENSG00000064309,ENSG00000243708,ENSG00000114062,ENSG00000163599,ENSG00000187391,ENSG00000185291,ENSG00000100368,ENSG00000232810,ENSG00000026103,ENSG00000166908,ENSG00000136997,ENSG00000168477,ENSG00000150867,ENSG00000136068,ENSG00000140009,ENSG00000172179,ENSG00000172757","WP5346",,"11","false","TNKS",,"0","95","21","116"
,,,,"1","63","GRIN3A","ENSG00000198785","1",,,"1","168","168","7.1498942577256e-61, 1.23218478213501e-59, 3.62989913206621e-59, 2.81667512952537e-58, 9.6079090220441e-56","synaptic membrane, postsynapse, neuron to neuron synapse, synapse, postsynaptic membrane",,,"97","116443;GRIN3A","GRIN3A","GRIN3A","ENSG00000148660,ENSG00000198785,ENSG00000169760,ENSG00000179841,ENSG00000198668,ENSG00000162951,ENSG00000102683,ENSG00000198626,ENSG00000077522,ENSG00000075711,ENSG00000155511,ENSG00000198929,ENSG00000101680,ENSG00000145349,ENSG00000128591,ENSG00000131771,ENSG00000122367,ENSG00000147324,ENSG00000174469,ENSG00000122584,ENSG00000125675,ENSG00000149403,ENSG00000070808,ENSG00000164418,ENSG00000174007,ENSG00000101327,ENSG00000108819,ENSG00000251322,ENSG00000196277,ENSG00000155974,ENSG00000273079,ENSG00000166862,ENSG00000163069,ENSG00000152413,ENSG00000124493,ENSG00000213639,ENSG00000183454,ENSG00000132535,ENSG00000135837,ENSG00000176884,ENSG00000075429,ENSG00000146938,ENSG00000179915,ENSG00000196218,ENSG00000170624,ENSG00000171189,ENSG00000198010,ENSG00000181072,ENSG00000253958,ENSG00000135439,ENSG00000173402,ENSG00000108061,ENSG00000143786,ENSG00000123096,ENSG00000197283,ENSG00000112139,ENSG00000198822,ENSG00000184984,ENSG00000196569,ENSG00000110076,ENSG00000101400,ENSG00000105464,ENSG00000177807,ENSG00000164082,ENSG00000213066,ENSG00000152822,ENSG00000100151,ENSG00000168539,ENSG00000163873,ENSG00000172164,ENSG00000082458,ENSG00000161681,ENSG00000079974,ENSG00000198947,ENSG00000120251,ENSG00000161509,ENSG00000134769,ENSG00000150672,ENSG00000108823,ENSG00000154146,ENSG00000105737,ENSG00000158402,ENSG00000196338,ENSG00000170579,ENSG00000169992,ENSG00000173281,ENSG00000058404,ENSG00000168959,ENSG00000179603,ENSG00000089250,ENSG00000099957,ENSG00000152578,ENSG00000103942,ENSG00000128573,ENSG00000116032,ENSG00000198121,ENSG00000021645","WP5398",,"6","false","116443;GRIN3A",,"0","51","12","63"
,,,,"1","63","NLGN1","ENSG00000169760","1",,,"1","168","168","7.1498942577256e-61, 1.23218478213501e-59, 3.62989913206621e-59, 2.81667512952537e-58, 9.6079090220441e-56","synaptic membrane, postsynapse, neuron to neuron synapse, synapse, postsynaptic membrane",,,"97","22871;NLGN1","NLGN1","NLGN1","ENSG00000148660,ENSG00000198785,ENSG00000169760,ENSG00000179841,ENSG00000198668,ENSG00000162951,ENSG00000102683,ENSG00000198626,ENSG00000077522,ENSG00000075711,ENSG00000155511,ENSG00000198929,ENSG00000101680,ENSG00000145349,ENSG00000128591,ENSG00000131771,ENSG00000122367,ENSG00000147324,ENSG00000174469,ENSG00000122584,ENSG00000125675,ENSG00000149403,ENSG00000070808,ENSG00000164418,ENSG00000174007,ENSG00000101327,ENSG00000108819,ENSG00000251322,ENSG00000196277,ENSG00000155974,ENSG00000273079,ENSG00000166862,ENSG00000163069,ENSG00000152413,ENSG00000124493,ENSG00000213639,ENSG00000183454,ENSG00000132535,ENSG00000135837,ENSG00000176884,ENSG00000075429,ENSG00000146938,ENSG00000179915,ENSG00000196218,ENSG00000170624,ENSG00000171189,ENSG00000198010,ENSG00000181072,ENSG00000253958,ENSG00000135439,ENSG00000173402,ENSG00000108061,ENSG00000143786,ENSG00000123096,ENSG00000197283,ENSG00000112139,ENSG00000198822,ENSG00000184984,ENSG00000196569,ENSG00000110076,ENSG00000101400,ENSG00000105464,ENSG00000177807,ENSG00000164082,ENSG00000213066,ENSG00000152822,ENSG00000100151,ENSG00000168539,ENSG00000163873,ENSG00000172164,ENSG00000082458,ENSG00000161681,ENSG00000079974,ENSG00000198947,ENSG00000120251,ENSG00000161509,ENSG00000134769,ENSG00000150672,ENSG00000108823,ENSG00000154146,ENSG00000105737,ENSG00000158402,ENSG00000196338,ENSG00000170579,ENSG00000169992,ENSG00000173281,ENSG00000058404,ENSG00000168959,ENSG00000179603,ENSG00000089250,ENSG00000099957,ENSG00000152578,ENSG00000103942,ENSG00000128573,ENSG00000116032,ENSG00000198121,ENSG00000021645","WP4875, WP5398;WP5398",,"6","false","22871;NLGN1",,"0","51","12","63"
,,,,"1","0",,"ENSG00000111834",,,,"1","172","172","1.10894513683597e-13, 1.10965212512422e-10, 1.2250516926627e-09, 1.2250516926627e-09, 1.2250516926627e-09","radial spoke head, radial spoke, radial spoke head 3, radial spoke head 1, radial spoke 3",,,"5","RSPH4A","RSPH4A","RSPH4A","ENSG00000111834,ENSG00000160188,ENSG00000172426,ENSG00000130363,ENSG00000104941","WP5402",,"0","false","RSPH4A",,"0","5","0","5"
,,,,,"23","TAP1","ENSG00000168394","1",,,"1","159","159","4.47022569243017e-20, 1.67416606223939e-19, 1.00418667100586e-18, 4.93841508839582e-18, 5.72774973983001e-18","antigen processing and presentation of endogenous peptide antigen, antigen processing and presentation of peptide antigen, antigen processing and presentation of endogenous antigen, peptide antigen binding, antigen processing and presentation of peptide antigen via MHC class I",,,"32","6890;TAP1","TAP1","TAP1","ENSG00000234745,ENSG00000168394,ENSG00000143627,ENSG00000104972,ENSG00000204267,ENSG00000010704,ENSG00000091513,ENSG00000166710,ENSG00000111674,ENSG00000061918,ENSG00000204592,ENSG00000204525,ENSG00000196126,ENSG00000082212,ENSG00000111669,ENSG00000072274,ENSG00000231925,ENSG00000152402,ENSG00000127022,ENSG00000138449,ENSG00000100604,ENSG00000167004,ENSG00000089199,ENSG00000074800,ENSG00000164116,ENSG00000047457,ENSG00000206503,ENSG00000105697,ENSG00000035687,ENSG00000223865,ENSG00000124253,ENSG00000197217","WP3584",,"1","false","6890;TAP1",,"0","7","4","11"
,,,,,"97",,"ENSG00000127152",,"1",,,"175","175","1.80477606301218e-54, 1.79389873431464e-47, 2.23567443332891e-40, 7.30780005916713e-37, 2.1033475829318e-35","nucleoplasm, chromosome, nuclear lumen, regulation of nitrogen compound metabolic process, regulation of primary metabolic process",,,"204","BCL11B","BCL11B","BCL11B","ENSG00000127152,ENSG00000134532,ENSG00000142182,ENSG00000100387,ENSG00000140600,ENSG00000118971,ENSG00000142599,ENSG00000049246,ENSG00000089280,ENSG00000133794,ENSG00000078328,ENSG00000136450,ENSG00000139112,ENSG00000124788,ENSG00000080503,ENSG00000108953,ENSG00000100401,ENSG00000132646,ENSG00000102081,ENSG00000132718,ENSG00000141027,ENSG00000108055,ENSG00000185619,ENSG00000131759,ENSG00000124635,ENSG00000108424,ENSG00000170485,ENSG00000225830,ENSG00000128731,ENSG00000188529,ENSG00000034713,ENSG00000094631,ENSG00000099910,ENSG00000152422,ENSG00000138336,ENSG00000134748,ENSG00000174576,ENSG00000102753,ENSG00000131778,ENSG00000188906,ENSG00000142168,ENSG00000119866,ENSG00000168769,ENSG00000068796,ENSG00000175567,ENSG00000197965,ENSG00000130816,ENSG00000197386,ENSG00000166851,ENSG00000141385,ENSG00000184702,ENSG00000104626,ENSG00000036257,ENSG00000111642,ENSG00000180198,ENSG00000177169,ENSG00000169727,ENSG00000109819,ENSG00000110693,ENSG00000153147,ENSG00000175193,ENSG00000164754,ENSG00000112659,ENSG00000139618,ENSG00000093009,ENSG00000181222,ENSG00000101126,ENSG00000066032,ENSG00000135829,ENSG00000099899,ENSG00000134046,ENSG00000197879,ENSG00000156587,ENSG00000083642,ENSG00000169612,ENSG00000109670,ENSG00000149311,ENSG00000069329,ENSG00000089234,ENSG00000114315,ENSG00000126581,ENSG00000141551,ENSG00000156970,ENSG00000106462,ENSG00000049541,ENSG00000170027,ENSG00000198576,ENSG00000187605,ENSG00000064726,ENSG00000132341,ENSG00000118007,ENSG00000186951,ENSG00000009954,ENSG00000129757,ENSG00000140525,ENSG00000104765,ENSG00000147894,ENSG00000169813,ENSG00000278637,ENSG00000158828,ENSG00000180530,ENSG00000088305,ENSG00000196262,ENSG00000161011,ENSG00000175224,ENSG00000114030,ENSG00000144554,ENSG00000062650,ENSG00000128191,ENSG00000100697,ENSG00000163950,ENSG00000115524,ENSG00000196132,ENSG00000110497,ENSG00000132382,ENSG00000136937,ENSG00000214575,ENSG00000012048,ENSG00000127586,ENSG00000124795,ENSG00000169375,ENSG00000213024,ENSG00000106638,ENSG00000121691,ENSG00000106635,ENSG00000120948,ENSG00000065978,ENSG00000134852,ENSG00000166912,ENSG00000112592,ENSG00000145386,ENSG00000198690,ENSG00000114503,ENSG00000101654,ENSG00000100077,ENSG00000134107,ENSG00000112130,ENSG00000143368,ENSG00000111445,ENSG00000085978,ENSG00000169045,ENSG00000143379,ENSG00000102554,ENSG00000139687,ENSG00000198900,ENSG00000117245,ENSG00000185345,ENSG00000204842,ENSG00000149554,ENSG00000084093,ENSG00000023287,ENSG00000167085,ENSG00000198793,ENSG00000164430,ENSG00000108256,ENSG00000168298,ENSG00000170296,ENSG00000170144,ENSG00000151224,ENSG00000154328,ENSG00000096717,ENSG00000113916,ENSG00000140464,ENSG00000099949,ENSG00000048052,ENSG00000277586,ENSG00000100302,ENSG00000083093,ENSG00000121892,ENSG00000120910,ENSG00000165732,ENSG00000147601,ENSG00000123395,ENSG00000221869,ENSG00000082898,ENSG00000188486,ENSG00000008083,ENSG00000102974,ENSG00000171720,ENSG00000078142,ENSG00000083312,ENSG00000094916,ENSG00000072501,ENSG00000122545,ENSG00000128245,ENSG00000099901,ENSG00000143365,ENSG00000138758,ENSG00000163961,ENSG00000118515,ENSG00000116478,ENSG00000169057,ENSG00000113360,ENSG00000213923,ENSG00000221823,ENSG00000204389,ENSG00000167491,ENSG00000073050,ENSG00000164402,ENSG00000030582,ENSG00000068024,ENSG00000065150,ENSG00000114166,ENSG00000196591",,"10.1038/s41586-022-04434-5","9","false","BCL11B","rs1540840","0","98","24","122"
